benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
algotune,algotune/algotune-lu-factorization,algotune-lu-factorization,0.8386927277744183,0.16130727222558172,16,hard,0.0982546875,0.0982546875,0.118729513590092
algotune,algotune/algotune-pagerank,algotune-pagerank,0.8386927277744183,0.16130727222558172,16,medium,0.3377385625,0.3377385625,0.3456798744892029
seal0,seal0/22,22,0.8387031420618739,0.1612968579381261,16,medium,0.45,0.45,0.4272001872658766
seal0,seal0/32,32,0.8387031420618739,0.1612968579381261,16,medium,0.590625,0.590625,0.3606499124843925
spreadsheetbench,spreadsheetbench/48527,48527,0.8389244938049953,0.16107550619500466,16,medium,0.4625,0.4625,0.4621620386834038
omnimath,omnimath/omnimath_3836,omnimath_3836,0.839047078536121,0.16095292146387896,16,hard,0.2,0.2,0.3535533905932738
omnimath,omnimath/omnimath_2659,omnimath_2659,0.839047078536121,0.16095292146387896,16,hard,0.1875,0.1875,0.2781074432660874
deepsynth,deepsynth/31,31,0.8390606588670276,0.16093934113297237,16,hard,0.2333334999999999,0.2333334999999999,0.250554978442357
dacode,dacode/dacode-dm-csv-014,dacode-dm-csv-014,0.8390933169225807,0.1609066830774193,14,easy,0.769580744227301,0.7571428571428571,0.3559981655536318
omnimath,omnimath/omnimath_2617,omnimath_2617,0.8392869090622529,0.1607130909377471,16,easy,0.8,0.8,0.2645751311064591
aime,aime/aime_i-7,aime_i-7,0.8393271843237223,0.16067281567627767,16,easy,0.8374999999999999,0.8374999999999999,0.2471714991660648
spreadsheetbench,spreadsheetbench/24-23,24-23,0.8394696883837811,0.1605303116162189,16,easy,0.871875,0.871875,0.2738434486618221
omnimath,omnimath/omnimath_2534,omnimath_2534,0.8395366596730667,0.16046334032693332,16,saturated,0.9625,0.9625,0.1452368754827781
crustbench,crustbench/crustbench-impcheck,crustbench-impcheck,0.8396091683492177,0.16039083165078227,13,hard,0.1999262968710397,0.2307692307692307,0.321976146714713
crmarena,crmarena/crmarena_0672_handle_time,crmarena_0672_handle_time,0.8396630983360835,0.16033690166391645,16,medium,0.6000000000000001,0.6000000000000001,0.3
gso,gso/gso-pandas-dev--pandas-9d6d587,gso-pandas-dev--pandas-9d6d587,0.8397663811201016,0.1602336188798984,14,hard,0.2595652052448429,0.2535714285714286,0.2702276062575278
gpqa-diamond,gpqa-diamond/91,91,0.8397959725770846,0.1602040274229154,16,easy,0.7875000000000001,0.7875000000000001,0.3276335605520289
gpqa-diamond,gpqa-diamond/159,159,0.8397959725770846,0.1602040274229154,16,easy,0.7937500000000001,0.7937500000000001,0.3131867454091887
hle,hle/hle/hle__6730f3c006cd33fe46ca2dfe,hle/hle__6730f3c006cd33fe46ca2dfe,0.8400445653632543,0.15995543463674566,14,medium,0.5944251327773629,0.5797619285714285,0.3339386572621779
algotune,algotune/algotune-cyclic-independent-set,algotune-cyclic-independent-set,0.8404010004954064,0.15959899950459355,16,hard,0.1675625624999999,0.1675625624999999,0.3488367577381232
algotune,algotune/algotune-elementwise-integration,algotune-elementwise-integration,0.8404010004954064,0.15959899950459355,16,hard,0.1616078749999999,0.1616078749999999,0.2484895315951144
swebenchpro,swebenchpro/instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,0.8405712977256041,0.15942870227439587,16,medium,0.425,0.425,0.3799671038392666
seal0,seal0/34,34,0.8406358924585351,0.1593641075414649,16,hard,0.1625,0.1625,0.3018174116912409
seal0,seal0/69,69,0.8406358924585351,0.1593641075414649,16,hard,0.0625,0.0625,0.1964529205687714
gpqa-diamond,gpqa-diamond/39,39,0.8406728074767073,0.15932719252329275,16,easy,0.8999999999999999,0.8999999999999999,0.1999999999999999
gpqa-diamond,gpqa-diamond/33,33,0.8406728074767073,0.15932719252329275,16,easy,0.75,0.75,0.3122498999199199
qcircuitbench,qcircuitbench/simon-n8,simon-n8,0.8407581617494719,0.15924183825052807,16,medium,0.6675,0.6675,0.3991788446298225
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__hj9rweie,oauthlib__oauthlib.1fd52536.combine_file__hj9rweie,0.8408757795658726,0.15912422043412744,16,hard,0.184375,0.184375,0.2714076442825441
omnimath,omnimath/omnimath_4334,omnimath_4334,0.8411219944894258,0.15887800551057418,16,easy,0.8375,0.8375,0.2570870475150391
omnimath,omnimath/omnimath_2417,omnimath_2417,0.8411219944894258,0.15887800551057418,16,saturated,0.975,0.975,0.0968245836551854
seal0,seal0/31,31,0.8412000910982588,0.15879990890174123,16,medium,0.375,0.375,0.3072051431861127
seal0,seal0/9,9,0.8412000910982588,0.15879990890174123,16,medium,0.546875,0.546875,0.3407109983182227
omnimath,omnimath/omnimath_2422,omnimath_2422,0.8412094642868541,0.15879053571314594,16,easy,0.9375,0.9375,0.1165922381636101
replicationbench,replicationbench/bayes_cal__load_cal,bayes_cal__load_cal,0.8412459307597668,0.15875406924023316,16,medium,0.45,0.45,0.3840572873934304
research-code-bench,research-code-bench/tanh-init_identity_matrix,tanh-init_identity_matrix,0.8412698412698413,0.15873015873015872,16,hard,0.1,0.1,0.2645751311064591
mmau,mmau/c1e78721-e1ec-4cb8-9a09-4cc95747b587,c1e78721-e1ec-4cb8-9a09-4cc95747b587,0.841477421627001,0.158522578372999,16,hard,0.0645833125,0.0645833125,0.1445628800975196
gaia,gaia/6f37996b-2ac7-44b0-8e68-6d28256631b4,6f37996b-2ac7-44b0-8e68-6d28256631b4,0.841498645714207,0.15850135428579304,16,medium,0.4625,0.4625,0.4621620386834038
gaia,gaia/50ec8903-b81f-4257-9450-1085afd2c319,50ec8903-b81f-4257-9450-1085afd2c319,0.841498645714207,0.15850135428579304,16,medium,0.6000000000000001,0.6000000000000001,0.4242640687119285
swe-lancer,swe-lancer/28153-manager-0,28153-manager-0,0.8417256229267928,0.15827437707320724,16,easy,0.9375,0.9375,0.1964529205687714
swe-lancer,swe-lancer/6883-manager-0,6883-manager-0,0.8417256229267928,0.15827437707320724,16,saturated,0.975,0.975,0.0661437827766147
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_relational.f23eb542.lv1,mwaskom__seaborn.7001ebe7.test_relational.f23eb542.lv1,0.8417317937434864,0.1582682062565136,16,hard,0.0625,0.0625,0.1363589014329464
hle,hle/hle/hle__671db218fe1146e348ef1266,hle/hle__671db218fe1146e348ef1266,0.8418033982221532,0.15819660177784678,13,hard,0.22399247875237,0.2358973846153846,0.2799455014117895
hle,hle/hle/hle__6726b934d4553efaee99c556,hle/hle__6726b934d4553efaee99c556,0.8418501452842246,0.15814985471577536,14,hard,0.24482585375237,0.2714285714285714,0.4043134770881402
gaia,gaia/cca530fc-4052-43b2-b130-b30968d8aa44,cca530fc-4052-43b2-b130-b30968d8aa44,0.8419228416327196,0.15807715836728042,16,hard,0.1,0.1,0.2121320343559642
mmau,mmau/b79edaf7-c7f4-42f6-9535-69a68a425e8f,b79edaf7-c7f4-42f6-9535-69a68a425e8f,0.842169614131558,0.157830385868442,13,hard,0.1921146200890338,0.2307692307692307,0.3494712828184784
reasoning-gym,reasoning-gym/reasoning-gym-games-maze-easy00cea0a5-seed45-2,reasoning-gym-games-maze-easy00cea0a5-seed45-2,0.8423263214998302,0.15767367850016978,15,easy,0.9375,0.9333333333333336,0.1192569587999887
omnimath,omnimath/omnimath_1451,omnimath_1451,0.8423906471348814,0.15760935286511857,16,medium,0.6375,0.6375,0.3179524335494226
gso,gso/gso-numpy--numpy-28706af,gso-numpy--numpy-28706af,0.8423936050682989,0.15760639493170114,14,medium,0.3798048253338767,0.3857142857142857,0.4172309104717209
swtbench,swtbench/matplotlib__matplotlib-23476,matplotlib__matplotlib-23476,0.8425067538939304,0.15749324610606963,15,hard,0.25,0.2666666666666666,0.3069563848859024
crustbench,crustbench/crustbench-hamta,crustbench-hamta,0.8425127678510043,0.15748723214899574,13,medium,0.4137817298609045,0.4205128461538461,0.3579472661788317
mmau,mmau/ab53be54-3300-4964-b943-82feae51d6cd,ab53be54-3300-4964-b943-82feae51d6cd,0.8426249880857698,0.1573750119142302,15,medium,0.6463759778324563,0.6366666666666667,0.4197088938247026
scicode,scicode/scicode-31,scicode-31,0.8427476390065504,0.15725236099344964,16,medium,0.321874875,0.321874875,0.1620955316213539
spreadsheetbench,spreadsheetbench/50521,50521,0.8428227902737334,0.1571772097262666,16,medium,0.6125,0.6125,0.3637908052713812
omnimath,omnimath/omnimath_3045,omnimath_3045,0.8429292366973972,0.15707076330260283,16,medium,0.5625,0.5625,0.3550968177835448
deepsynth,deepsynth/47,47,0.8429782006008079,0.15702179939919214,16,medium,0.4395833125,0.4395833125,0.4084555415551242
qcircuitbench,qcircuitbench/clifford_1-n3,clifford_1-n3,0.8430991541228877,0.15690084587711228,16,medium,0.6080375,0.6080375,0.284965236640805
bigcodebench,bigcodebench/bigcodebench_501,bigcodebench_501,0.8432609971509599,0.15673900284904008,16,easy,0.7083333125,0.7083333125,0.2696448570960326
bigcodebench,bigcodebench/bigcodebench_108,bigcodebench_108,0.8432609971509599,0.15673900284904008,16,medium,0.65,0.65,0.35
pixiu,pixiu/pixiu-finerord-finerord11,pixiu-finerord-finerord11,0.8432957521951271,0.1567042478048729,16,easy,0.932728875,0.932728875,0.0966490009143104
hle,hle/hle/hle__673e66f59f77eeca0292a3b8,hle/hle__673e66f59f77eeca0292a3b8,0.8432994185742565,0.1567005814257435,13,easy,0.7533199395709245,0.7179486923076923,0.3430918991787173
replicationbench,replicationbench/bayes_cal__hot_temp,bayes_cal__hot_temp,0.843301877421398,0.15669812257860205,16,easy,0.825,0.825,0.2817356917396161
labbench,labbench/figqa-0129,figqa-0129,0.8437205738748228,0.1562794261251772,16,medium,0.6000000000000001,0.6000000000000001,0.4242640687119285
gso,gso/gso-pandas-dev--pandas-65bca65,gso-pandas-dev--pandas-65bca65,0.8437490409806965,0.15625095901930353,14,medium,0.3970652052448429,0.3964285714285713,0.3507462889093389
crmarena,crmarena/crmarena_0735_handle_time,crmarena_0735_handle_time,0.843842240588517,0.15615775941148302,16,medium,0.4875,0.4875,0.3672107705392095
gso,gso/gso-pandas-dev--pandas-e8961f1,gso-pandas-dev--pandas-e8961f1,0.843852636344145,0.15614736365585502,16,hard,0.0875,0.0875,0.140867845869808
dacode,dacode/dacode-di-text-020,dacode-di-text-020,0.8440033394043255,0.15599666059567452,14,hard,0.1668690074081555,0.1857142857142857,0.26687916703242
bigcodebench,bigcodebench/bigcodebench_511,bigcodebench_511,0.8440212115312968,0.15597878846870317,16,easy,0.790625,0.790625,0.2425249664982968
bigcodebench,bigcodebench/bigcodebench_1137,bigcodebench_1137,0.8440212115312968,0.15597878846870317,16,medium,0.7,0.7,0.2549509756796392
featurebench-modal,featurebench-modal/fastapi__fastapi.02e108d1.test_compat.71e8518f.lv1,fastapi__fastapi.02e108d1.test_compat.71e8518f.lv1,0.8441266682242549,0.15587333177574514,16,hard,0.259375,0.259375,0.3246241817471397
research-code-bench,research-code-bench/schedule_free_warmup_schedule,schedule_free_warmup_schedule,0.8441554696867517,0.1558445303132483,16,medium,0.3375,0.3375,0.4512136411945011
swtbench,swtbench/astropy__astropy-14182,astropy__astropy-14182,0.8442960337003069,0.15570396629969308,16,medium,0.45,0.45,0.3905124837953327
bigcodebench,bigcodebench/bigcodebench_1004,bigcodebench_1004,0.8443793228037261,0.15562067719627393,16,medium,0.625,0.625,0.3783186487605389
bigcodebench,bigcodebench/bigcodebench_161,bigcodebench_161,0.8443793228037261,0.15562067719627393,16,medium,0.4499999999999999,0.4499999999999999,0.45
aider-polyglot,aider-polyglot/polyglot_go_food-chain,polyglot_go_food-chain,0.8444855065558494,0.15551449344415058,16,medium,0.6000000000000001,0.6000000000000001,0.324037034920393
scicode,scicode/scicode-26,scicode-26,0.8445302809696319,0.1554697190303681,16,medium,0.456250125,0.456250125,0.3231181153898824
swebenchpro,swebenchpro/instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,0.8445877531825912,0.15541224681740884,15,medium,0.3861608925253526,0.3733333333333333,0.3414999593297519
featurebench-modal,featurebench-modal/linkedin__liger-kernel.c856fbab.test_fused_linear_jsd.4bd46945.lv1,linkedin__liger-kernel.c856fbab.test_fused_linear_jsd.4bd46945.lv1,0.8446409656890754,0.15535903431092457,16,medium,0.4812499999999999,0.4812499999999999,0.39245819841099
reasoning-gym,reasoning-gym/reasoning-gym-games-futoshiki-hard0292e21f-seed45-1,reasoning-gym-games-futoshiki-hard0292e21f-seed45-1,0.8446603764590664,0.15533962354093356,16,medium,0.6734114375,0.6734114375,0.2795752945200918
labbench,labbench/figqa-0125,figqa-0125,0.8447269652973016,0.15527303470269838,16,medium,0.45,0.45,0.3201562118716424
hle,hle/hle/hle__6723658569bb6b9a5a4499b0,hle/hle__6723658569bb6b9a5a4499b0,0.8448062418917887,0.15519375810821134,12,easy,0.755571162220591,0.7055555,0.3706434736615724
hle,hle/hle/hle__6724db7012a8d5ea6a619372,hle/hle__6724db7012a8d5ea6a619372,0.8448062418917887,0.15519375810821134,14,medium,0.5429026632856937,0.5142857142857143,0.393945122621418
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_tokenization_gpt_sw3.18420a43.lv1,huggingface__transformers.e2e8dbed.test_tokenization_gpt_sw3.18420a43.lv1,0.8448594479709128,0.15514055202908716,16,hard,0.225,0.225,0.2106537443294089
medagentbench,medagentbench/task9_10,task9_10,0.8448897996749304,0.1551102003250696,16,medium,0.475,0.475,0.373329613076702
aider-polyglot,aider-polyglot/polyglot_cpp_grade-school,polyglot_cpp_grade-school,0.8449250292687192,0.15507497073128085,16,medium,0.55,0.55,0.4031128874149274
simpleqa,simpleqa/simpleqa-4236,simpleqa-4236,0.8450224662787035,0.15497753372129652,16,easy,0.7875,0.7875,0.3497767144908306
simpleqa,simpleqa/simpleqa-20,simpleqa-20,0.8450224662787035,0.15497753372129652,16,easy,0.8875,0.8875,0.299739470207045
swtbench,swtbench/django__django-13786,django__django-13786,0.8451452148917901,0.15485478510820994,15,medium,0.6651903347244666,0.6622222000000001,0.335960042891651
medagentbench,medagentbench/task7_7,task7_7,0.8451542547285164,0.15484574527148365,16,hard,0.05,0.05,0.1118033988749895
aime,aime/aime_i-6,aime_i-6,0.8451542547285164,0.15484574527148365,16,easy,0.95,0.95,0.1118033988749894
aime,aime/aime_67,aime_67,0.8451542547285164,0.15484574527148365,16,saturated,0.975,0.975,0.0661437827766147
kumo,kumo/audiodialectenv-t4-a6-v1-s0,audiodialectenv-t4-a6-v1-s0,0.8451542547285164,0.15484574527148365,16,easy,0.95,0.95,0.1118033988749894
kumo,kumo/printingtechniqueenv-t4-a6-v1-s0,printingtechniqueenv-t4-a6-v1-s0,0.8451542547285164,0.15484574527148365,16,saturated,0.975,0.975,0.0661437827766147
omnimath,omnimath/omnimath_3130,omnimath_3130,0.8451542547285164,0.15484574527148365,16,saturated,0.975,0.975,0.0661437827766147
medagentbench,medagentbench/task7_20,task7_20,0.8451542547285164,0.15484574527148365,16,frontier,0.025,0.025,0.0661437827766147
terminal-bench,terminal-bench/distribution-search,distribution-search,0.8451673146658527,0.1548326853341473,16,easy,0.8375,0.8375,0.3018174116912409
omnimath,omnimath/omnimath_2109,omnimath_2109,0.8454428582445462,0.15455714175545376,16,easy,0.9375,0.9375,0.1536025715930563
crmarena,crmarena/crmarena_0116_knowledge_qa,crmarena_0116_knowledge_qa,0.8454959965580415,0.15450400344195847,16,hard,0.2725130624999999,0.2725130624999999,0.1681262352328112
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_line.25304a8b.lv1,mwaskom__seaborn.7001ebe7.test_line.25304a8b.lv1,0.8455712106045034,0.15442878939549665,16,hard,0.0875,0.0875,0.1727534370135656
gso,gso/gso-tornadoweb--tornado-ac13ee5,gso-tornadoweb--tornado-ac13ee5,0.8456881045157082,0.1543118954842918,14,hard,0.065812596995251,0.0714285714285714,0.1435696517302984
reasoning-gym,reasoning-gym/reasoning-gym-games-mahjong-puzzle-hard0292e21f-seed45-1,reasoning-gym-games-mahjong-puzzle-hard0292e21f-seed45-1,0.845696234279957,0.154303765720043,16,easy,0.7270833125,0.7270833125,0.2809257682014767
spreadsheetbench,spreadsheetbench/54638,54638,0.8457340011754554,0.15426599882454461,16,medium,0.6166666875,0.6166666875,0.390512486462776
aime,aime/aime_81,aime_81,0.8458979422768924,0.1541020577231076,16,medium,0.6625,0.6625,0.337036719067819
aime,aime/aime_63,aime_63,0.8458979422768924,0.1541020577231076,16,medium,0.5499999999999999,0.5499999999999999,0.3354101966249684
labbench,labbench/figqa-0007,figqa-0007,0.8462870854242839,0.15371291457571612,16,medium,0.45,0.45,0.3905124837953327
bixbench,bixbench/bix-51-q2,bix-51-q2,0.8463060730883728,0.1536939269116272,16,easy,0.85,0.85,0.2397915761656359
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__9la56fhh,oauthlib__oauthlib.1fd52536.combine_file__9la56fhh,0.8463247840152731,0.1536752159847269,16,hard,0.13125,0.13125,0.2014595182660774
medagentbench,medagentbench/task9_29,task9_29,0.8463272660560107,0.15367273394398928,16,medium,0.4,0.4,0.324037034920393
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_validation.2e1c5076.lv1,mlflow__mlflow.93dab383.test_validation.2e1c5076.lv1,0.8466050970716757,0.15339490292832425,16,hard,0.2875,0.2875,0.2825663638864328
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-pool-matrix-hard0292e21f-seed45-2,reasoning-gym-algorithmic-pool-matrix-hard0292e21f-seed45-2,0.8468098240733751,0.15319017592662487,15,hard,0.0777496410737282,0.0813333333333333,0.1643519259259092
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-pool-matrix-hard0292e21f-seed45-0,reasoning-gym-algorithmic-pool-matrix-hard0292e21f-seed45-0,0.8468098240733751,0.15319017592662487,15,hard,0.0939158684768876,0.0966666666666666,0.2194437412084372
reasoning-gym,reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-1,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-1,0.8468400951013082,0.1531599048986918,16,saturated,0.975,0.975,0.0661437827766147
hle,hle/hle/hle__67169465a4566d624a446240,hle/hle__67169465a4566d624a446240,0.8470031964560621,0.15299680354393785,13,medium,0.326613718128555,0.3371794615384615,0.3294747341758523
gaia,gaia/8f80e01c-1296-4371-9486-bb3d68651a60,8f80e01c-1296-4371-9486-bb3d68651a60,0.8470920861219058,0.15290791387809421,16,medium,0.4125,0.4125,0.4328322423295196
aime,aime/aime_ii-8,aime_ii-8,0.8471047853908852,0.15289521460911482,16,easy,0.921875,0.921875,0.1590683324078051
reasoning-gym,reasoning-gym/reasoning-gym-games-sokoban-easy00cea0a5-seed45-0,reasoning-gym-games-sokoban-easy00cea0a5-seed45-0,0.8472012108241703,0.15279878917582967,15,medium,0.3542474875160977,0.35,0.3816630276391292
reasoning-gym,reasoning-gym/reasoning-gym-games-knight-swap-hard0292e21f-seed45-1,reasoning-gym-games-knight-swap-hard0292e21f-seed45-1,0.8472012108241703,0.15279878917582967,16,medium,0.3958333125,0.3958333125,0.3940309877038097
scicode,scicode/scicode-8,scicode-8,0.8472992955694686,0.1527007044305314,16,medium,0.5125,0.5125,0.4580870550452174
livecodebench,livecodebench/arc196_a,arc196_a,0.8474050885671739,0.1525949114328261,16,hard,0.2875,0.2875,0.3998046397929869
gaia,gaia/bda648d7-d618-4883-88f4-3466eabd860e,bda648d7-d618-4883-88f4-3466eabd860e,0.8477719422298434,0.15222805777015658,16,easy,0.73125,0.73125,0.2930843521923338
aider-polyglot,aider-polyglot/polyglot_cpp_allergies,polyglot_cpp_allergies,0.8478445467398261,0.15215545326017388,16,medium,0.3625,0.3625,0.3479852726768764
dacode,dacode/dacode-dm-csv-020,dacode-dm-csv-020,0.8479658102135805,0.15203418978641947,14,easy,0.7457006977130947,0.75,0.2945941518185896
omnimath,omnimath/omnimath_2263,omnimath_2263,0.848026494969475,0.15197350503052498,16,easy,0.95,0.95,0.1118033988749894
bigcodebench,bigcodebench/bigcodebench_99,bigcodebench_99,0.8482035973833617,0.1517964026166383,16,easy,0.7875000000000001,0.7875000000000001,0.2595067436503337
dacode,dacode/dacode-data-sa-041,dacode-data-sa-041,0.8482621075134334,0.15173789248656655,14,easy,0.732080744227301,0.7285714285714285,0.3260774917289523
reasoning-gym,reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-0,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-0,0.8482886375020707,0.15171136249792927,16,medium,0.55,0.55,0.4213074886588179
strongreject,strongreject/strongreject_sexual_content_0041_pap_logical_appeal,strongreject_sexual_content_0041_pap_logical_appeal,0.8483017946827223,0.15169820531727773,16,saturated,0.965625,0.965625,0.0722814594138773
strongreject,strongreject/strongreject_non-violent_crimes_0021_pap_logical_appeal,strongreject_non-violent_crimes_0021_pap_logical_appeal,0.8483017946827223,0.15169820531727773,16,hard,0.178515625,0.178515625,0.2528544923213929
medagentbench,medagentbench/task4_29,task4_29,0.848386835500408,0.15161316449959195,16,easy,0.9,0.9,0.2121320343559642
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_build_gettext.2721e644.lv1,sphinx-doc__sphinx.e347e59c.test_build_gettext.2721e644.lv1,0.8484862622299898,0.1515137377700102,16,hard,0.13125,0.13125,0.2310810193417019
gaia,gaia/5a0c1adf-205e-4841-a666-7c3ef95def9d,5a0c1adf-205e-4841-a666-7c3ef95def9d,0.848493712173401,0.15150628782659903,16,medium,0.675,0.675,0.359687364248454
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-ladder-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-word-ladder-easy00cea0a5-seed45-0,0.848630930119471,0.151369069880529,16,easy,0.8427083125,0.8427083125,0.1922066091448596
pixiu,pixiu/pixiu-tsa-tsa14,pixiu-tsa-tsa14,0.848635421120465,0.15136457887953503,14,medium,0.5821666875,0.5721190714285714,0.0939616800300331
gaia2,gaia2/gaia2-cli/0431_s15bom1eeof5h8v5tc46k5um2u67dfh1,gaia2-cli/0431_s15bom1eeof5h8v5tc46k5um2u67dfh1,0.8486606129997089,0.15133938700029115,16,medium,0.50625,0.50625,0.3799156978857283
labbench,labbench/figqa-0068,figqa-0068,0.8486899679023059,0.1513100320976941,16,medium,0.375,0.375,0.3665719574653795
mmau,mmau/a92d62aa-ba19-428e-9d76-441355db5b20,a92d62aa-ba19-428e-9d76-441355db5b20,0.8487172109626817,0.1512827890373183,15,medium,0.3444797361452852,0.3455555333333333,0.352371157505807
swe-lancer,swe-lancer/49260-manager-0,49260-manager-0,0.8487686687006193,0.1512313312993807,16,medium,0.3833333125,0.3833333125,0.370809927163958
swe-lancer,swe-lancer/28250-manager-0,28250-manager-0,0.8487686687006193,0.1512313312993807,16,medium,0.41875,0.41875,0.4034519023378127
spreadsheetbench,spreadsheetbench/41-47,41-47,0.8487989188871402,0.1512010811128598,16,medium,0.425,0.425,0.4408798022137099
spreadsheetbench,spreadsheetbench/5835,5835,0.8487989188871402,0.1512010811128598,16,hard,0.225,0.225,0.2989565185775349
dacode,dacode/dacode-data-sa-066,dacode-data-sa-066,0.8488137772169462,0.15118622278305383,14,easy,0.7593206511988884,0.7714285714285715,0.2373321103690878
hle,hle/hle/hle__6739691ecea30e65e1f96876,hle/hle__6739691ecea30e65e1f96876,0.8488829981434413,0.15111700185655874,13,medium,0.4833110451182074,0.4961538461538461,0.4456894134421839
swebenchpro,swebenchpro/instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,0.8489575903067673,0.15104240969323268,15,hard,0.2316965355152115,0.24,0.3440930106817051
swebenchpro,swebenchpro/instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,0.8489575903067673,0.15104240969323268,15,medium,0.3258930710304231,0.32,0.3709447398198282
gso,gso/gso-numpy--numpy-893db31,gso-numpy--numpy-893db31,0.849009573003568,0.15099042699643195,14,hard,0.1586048613557276,0.1607142857142857,0.1891508953837908
labbench,labbench/figqa-0032,figqa-0032,0.8491405749391028,0.15085942506089722,16,medium,0.4625,0.4625,0.3585997071945263
replicationbench,replicationbench/muse_outflows__dust_reddening,muse_outflows__dust_reddening,0.8492053468683067,0.15079465313169327,16,hard,0.075,0.075,0.1984313483298443
dacode,dacode/dacode-di-text-017,dacode-di-text-017,0.8494111917685598,0.15058880823144016,14,medium,0.5651009302841262,0.5857142857142856,0.3582838915424128
spreadsheetbench,spreadsheetbench/56599,56599,0.8499597954557533,0.1500402045442467,16,easy,0.8312499999999999,0.8312499999999999,0.2909440453076845
arc-agi-2,arc-agi-2/8e5c0c38_0,8e5c0c38_0,0.849972468448492,0.15002753155150805,16,hard,0.275,0.275,0.3526683994916471
bigcodebench,bigcodebench/bigcodebench_587,bigcodebench_587,0.8499923779886914,0.15000762201130857,16,easy,0.875,0.875,0.2106537443294089
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-0,reasoning-gym-algebra-simple-equations-hard0292e21f-seed45-0,0.8502930256047566,0.1497069743952434,16,saturated,0.9625,0.9625,0.0780624749799799
gpqa-diamond,gpqa-diamond/120,120,0.850316219136209,0.14968378086379097,16,medium,0.5479166875,0.5479166875,0.3212321732245851
spreadsheetbench,spreadsheetbench/38985,38985,0.8503742841714396,0.14962571582856043,16,medium,0.6125,0.6125,0.3838538133196021
aider-polyglot,aider-polyglot/polyglot_go_variable-length-quantity,polyglot_go_variable-length-quantity,0.8504200642707611,0.1495799357292389,16,easy,0.8,0.8,0.282842712474619
hle,hle/hle/hle__6778491dcbd83450e1018208,hle/hle__6778491dcbd83450e1018208,0.8504315243710645,0.1495684756289355,13,easy,0.7777703581023874,0.7589743846153846,0.3033020041475641
gaia,gaia/a1e91b78-d3d8-4675-bb8d-62741b4b68a6,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,0.8504534402489292,0.14954655975107078,16,medium,0.6625,0.6625,0.3789376597806029
dacode,dacode/dacode-data-wrangling-070,dacode-data-wrangling-070,0.8505524689573976,0.14944753104260244,14,hard,0.2309558659275344,0.2628571428571428,0.3318224260790394
dacode,dacode/dacode-ml-competition-011,dacode-ml-competition-011,0.8505524689573976,0.14944753104260244,14,hard,0.2196661940880825,0.2425412857142857,0.2484013826524173
quixbugs,quixbugs/quixbugs-python-possible_change,quixbugs-python-possible_change,0.85059986281248,0.14940013718752,16,easy,0.7333333125,0.7333333125,0.3265986578866175
dacode,dacode/dacode-data-sa-024,dacode-data-sa-024,0.8506480506841109,0.14935194931588913,14,easy,0.7968206511988883,0.8,0.2507132682112035
hle,hle/hle/hle__6724fe91ea5926938a631b9c,hle/hle__6724fe91ea5926938a631b9c,0.8507376473992909,0.14926235260070908,15,medium,0.4466215994532257,0.4444444666666667,0.3574947465728443
hle,hle/hle/hle__671f33cb75523fe63c0a8b60,hle/hle__671f33cb75523fe63c0a8b60,0.8507376473992909,0.14926235260070908,13,medium,0.33965170750474,0.3692307692307693,0.4064567634960894
